rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
165     | 1266.13     | 5.055          | 0.6052      | 0.203       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
170     | 1266.13     | 5.053          | 0.6049      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND casetype LIKE 'salary' AND acta LIKE 'bells';
159     | 1263.06     | 5.707          | 0.6668      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND casetype LIKE 'employees' AND acta LIKE 'bells';
150     | 1266.13     | 5.056          | 0.6038      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
41      | 1285.68     | 5.16           | 0.6195      | 0.228       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
35      | 1285.68     | 5.121          | 0.6113      | 0.225       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND acta LIKE 'bells';
29      | 1281.16     | 5.756          | 0.6784      | 0.226       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND acta LIKE 'bells';
43      | 1285.68     | 5.311          | 0.6302      | 0.228       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND acta LIKE 'bells';
39      | 1285.5      | 5.907          | 0.6903      | 0.226       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
26      | 1281.1      | 5.664          | 0.6673      | 0.229       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
34      | 1285.68     | 5.187          | 0.6186      | 0.227       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
34      | 1285.68     | 5.059          | 0.6059      | 0.228       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND acta LIKE 'bells';
35      | 1285.68     | 5.124          | 0.6102      | 0.228       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND acta LIKE 'bells';
27      | 1282.7      | 5.67           | 0.6734      | 0.235       | 4     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND acta LIKE 'bells';
10      | 1037.74     | 3.883          | 0.4966      | 0.24        | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
8       | 1305.26     | 5.25           | 0.6273      | 0.231       | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
6       | 1020.37     | 3.852          | 0.5032      | 0.304       | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND acta LIKE 'bells';
11      | 1037.01     | 3.867          | 0.4945      | 0.24        | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND acta LIKE 'bells';
15      | 1034.27     | 3.894          | 0.499       | 0.241       | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
4       | 1022.89     | 3.807          | 0.4903      | 0.24        | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
14      | 1305.26     | 5.248          | 0.6329      | 0.249       | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
9       | 1030.92     | 3.832          | 0.4918      | 0.24        | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
12      | 1044.09     | 3.956          | 0.5082      | 0.24        | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
7       | 1028.94     | 3.821          | 0.4912      | 0.24        | 5     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
1       | 1038.13     | 3.921          | 0.5019      | 0.244       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
1       | 1036.93     | 3.954          | 0.505       | 0.244       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
3       | 1020.74     | 3.816          | 0.503       | 0.246       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
1       | 1037.4      | 3.892          | 0.499       | 0.249       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
2       | 1034.66     | 3.914          | 0.5021      | 0.249       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 1023.27     | 3.818          | 0.4952      | 0.25        | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
3       | 1036.85     | 3.832          | 0.4957      | 0.248       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
1       | 1031.31     | 3.89           | 0.4994      | 0.247       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND acta LIKE 'bells';
3       | 1044.49     | 3.961          | 0.5073      | 0.255       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells'; 
1       | 1029.32     | 3.831          | 0.4926      | 0.245       | 6     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells';
0       | 1038.52     | 3.952          | 0.5083      | 0.273       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1037.33     | 3.893          | 0.4966      | 0.259       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1021.12     | 3.887          | 0.4986      | 0.251       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1037.79     | 3.82           | 0.4985      | 0.256       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'importnat' AND acta LIKE 'bells'; 
1       | 1035.05     | 3.872          | 0.499       | 0.254       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 1023.65     | 3.783          | 0.4908      | 0.255       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
2       | 1037.25     | 3.853          | 0.5026      | 0.256       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
1       | 1031.7      | 3.833          | 0.4992      | 0.253       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells';
2       | 1044.89     | 3.904          | 0.5013      | 0.253       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells'; 
1       | 1029.71     | 3.82           | 0.497       | 0.251       | 7     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' AND acta LIKE 'bells';
